run_folder,video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold,source_csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.7007,0.4066238206,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.73406667,0.3942121009,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.76743333,0.3867144703,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.8008,0.3761626344,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.83416667,0.3652831388,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.86753333,0.3407778477,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.9009,0.3251304546,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.93426667,0.3280551886,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,0.96763333,0.3289824408,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.001,0.3261853396,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
